ID,seed,simulation time,warmup period,Part1,Part2,Part3,inspector1 block time,inspector2 block time,inspector3 block time,Total Block Time,workstation1 idle time,workstation2 idle time,workstation3 idle time,Total Idle Time(workstation)
178,178,5000,1000,360,12,27,0,0,3234.085999439958,3234.085999439958,900.9604438795614,3851.2953698312435,3733.4893741094534,8485.745187820257
179,179,5000,1000,368,22,27,0,4.208206209590571,3307.9204427615,3312.1286489710906,915.0770714995684,3742.498443836951,3762.003846733768,8419.579362070288
180,180,5000,1000,335,25,25,0,559.6756845252798,2597.8788903753807,3157.5545749006606,961.5128999383775,3775.8968847081173,3792.153380415371,8529.563165061865
181,181,5000,1000,335,22,14,0,375.25638595426153,2756.545640754142,3131.8020267084034,1028.9275843041637,3727.180289648751,3927.0123216957804,8683.120195648695
182,182,5000,1000,347,27,20,0,161.54959597715288,3040.458943801005,3202.0085397781577,906.9784688884489,3701.85622500477,3850.7015118586924,8459.536205751912
183,183,5000,1000,331,37,17,0,1187.2216063205624,1882.5370390810526,3069.758645401615,916.5631687663098,3669.839322706756,3828.803794572326,8415.206286045392
184,184,5000,1000,328,23,19,0,689.8434672777989,2682.983049190453,3372.826516468252,812.1131761814311,3815.7088079143327,3826.194903644007,8454.01688773977
185,185,5000,1000,313,15,23,0,0,3460.356854943546,3460.356854943546,787.3746555853264,3835.6536121057115,3785.0989766184166,8408.127244309455
186,186,5000,1000,313,22,27,0,514.9967390599054,2563.0063667759505,3078.003105835856,864.7901351371644,3730.1444396543166,3743.392653971961,8338.327228763443
187,187,5000,1000,371,15,26,0,48.50885044095469,3213.791505626008,3262.300356066963,937.37183074805,3849.672820526946,3811.236070578519,8598.280721853514
188,188,5000,1000,355,20,35,0,29.127958888547028,2574.0184854723907,2603.1464443609375,1017.7969559495693,3772.3484123357252,3678.3236518639806,8468.469020149274
189,189,5000,1000,411,27,33,0,713.657721420226,3185.3365057605697,3898.9942271807954,1186.9477041764649,4724.392070401557,4660.335040427319,10571.67481500534
190,190,5000,1000,360,17,23,0,24.546647038632273,3336.4852171531043,3361.0318641917365,965.4786748999531,3759.146555124698,3704.5746485631767,8429.199878587828
191,191,5000,1000,335,32,19,0,499.35088942098446,2673.5931316709607,3172.9440210919447,868.9221025996245,3616.8904202589983,3788.5457502015784,8274.358273060201
192,192,5000,1000,301,20,25,0,1.2928515047760811,3183.4792766175856,3184.7721281223617,833.4164029821186,3746.6747599276605,3811.221682531857,8391.312845441636
193,193,5000,1000,436,46,31,0,539.5843472740307,3099.101605632473,3638.6859529065036,1253.4046820945016,4542.293108480615,4712.056280163706,10507.754070738822
194,194,5000,1000,379,27,25,0,79.12693151317421,3158.5120383396707,3237.6389698528446,987.6645642254275,3705.940562595133,3728.4256150837564,8422.030741904317
195,195,5000,1000,323,16,16,0,338.03669935154176,3053.721435660831,3391.758135012373,852.9651576695209,3787.651142871049,3896.750406605985,8537.366707146555
196,196,5000,1000,318,23,21,0,281.88569558232894,3063.2275569972267,3345.1132525795556,869.7130268005975,3798.6191212658805,3694.6559954701365,8362.988143536615
197,197,5000,1000,311,18,23,0,884.0179976098224,2471.80225328868,3355.8202508985023,980.309199551292,3784.7232051199967,3821.762092599321,8586.79449727061
198,198,5000,1000,343,20,25,0,0,3218.772740575734,3218.772740575734,921.8072301442517,3760.580387679483,3827.5819983093425,8509.969616133078
199,199,5000,1000,353,19,21,0,157.21491231987693,2965.557283189577,3122.772195509454,1037.0381108663087,3798.638806284595,3746.447754452207,8582.124671603111
200,200,5000,1000,350,17,28,0,159.85940487412415,3054.9471409892385,3214.8065458633628,954.6845837870399,3833.5467351968914,3811.38022814701,8599.611547130942
